tweet,clean_tweet,sentiment
Temuan Mabes Polri! Penjara Di Rumah Bupati Langkat Untuk Warga Binaan Narkoba - https://t.co/d6vhyOPblD… https://t.co/NNdXHRi0Hz,temuan mabes polri  penjara di rumah bupati langkat untuk warga binaan narkoba    ,Negative
"""Jika benar adanya, tindakan ini merupakan pelanggaran terhadap kemanusiaan. Ini merupakan praktik perbudakan moder… https://t.co/cdPKC9dgzz", jika benar adanya  tindakan ini merupakan pelanggaran terhadap kemanusiaan  ini merupakan praktik perbudakan moder ,Negative
"Wow, UU IKN Menyebabkan Elite Terlalu Cepat Optimis dan Kebanyakan Bermimpi https://t.co/eTkLhDgmtI
Covid-19
Ada 4.… https://t.co/m4c4GtZHVX",wow  uu ikn menyebabkan elite terlalu cepat optimis dan kebanyakan bermimpi  covid  ada   ,Positive
UJI ADRENALIN BANGET NI GUA KE CAMP 2 - ROBLOX INDONESIA https://t.co/zPYAqtAqIl lewat @YouTube Vlahovic Bupati Lan… https://t.co/6bCu8YqTRW,uji adrenalin banget ni gua ke camp    roblox indonesia  lewat  vlahovic bupati lan ,Neutral
KPK Terus Berkoordinasi dengan Penegak Hukum Lain soal Kerangkeng Bupati Langkat https://t.co/aMbEkNQYzE,kpk terus berkoordinasi dengan penegak hukum lain soal kerangkeng bupati langkat ,Positive
"Usai Temuan Kerangkeng Manusia, #Kpk Geledah Rumah Bupati Langkat Hari Ini
https://t.co/WFkP8bCCtW, #Nasional– Usai… https://t.co/aMY2yxOr8s",usai temuan kerangkeng manusia   kpk geledah rumah bupati langkat hari ini   nasional– usai ,Negative
smp bengong gw baca berita bupati langkat. gila,smp bengong gw baca berita bupati langkat  gila,Negative
"Ew kok bisa ya bahagia di atas penderitaan orang banyak *case: abis liat dokumentasi ultahnya keluarga bupati langkat di yt, mewah gils*",ew kok bisa ya bahagia di atas penderitaan orang banyak  case  abis liat dokumentasi ultahnya keluarga bupati langkat di yt  mewah gils ,Positive
"Dinukil dari Istri Imam Khumaini qs: 

""Aku tinggal bersama imam selama 60 tahun, selama itu sekali pun aku tidak p… https://t.co/4cIpjGbnJ5",dinukil dari istri imam khumaini qs     aku tinggal bersama imam selama  tahun  selama itu sekali pun aku tidak p ,Positive
Pengobatan narkoba (tdk dngan paksaan) klo kerangkeng yg ada di rmh Bupati Langkat sangat beda banget menjurus perbudakan,pengobatan narkoba  tdk dngan paksaan  klo kerangkeng yg ada di rmh bupati langkat sangat beda banget menjurus perbudakan,Negative
"Terungkap, Tiga Regu Dibentuk sebelum Malam Pembunuhan 6 Pengawal IBHRS https://t.co/6HR1twYoXX
Covid-19
Ada 4.289.… https://t.co/YD883h9DKX",terungkap  tiga regu dibentuk sebelum malam pembunuhan  pengawal ibhrs  covid  ada    ,Neutral
"Bupati Langkat terjerat kasus ""slavery"" dg dalih ngurung org krn mereka pecandu narkoba. Trus kalo tiba2 ada yg ken… https://t.co/XLcgyYeStP",bupati langkat terjerat kasus  slavery  dg dalih ngurung org krn mereka pecandu narkoba  trus kalo  ada yg ken ,Negative
"Maaf2 ya kalo dibilang mereka itu anak2 nakal dan narkoba yg dititipkan oleh para ortunya, tp ortu di desa kan gak… https://t.co/kRf0kMakBM", ya kalo dibilang mereka itu  nakal dan narkoba yg dititipkan oleh para ortunya  tp ortu di desa kan gak ,Negative
Bupati langkat di hukum mati aja bisa ga si 😭😩,bupati langkat di hukum mati aja bisa ga si ,Positive
"Heran deh, Bupati Langkat kelakuannya kayak Baek Sung Mi yang di Taxi Driver https://t.co/Oxovws4PzY",heran deh  bupati langkat kelakuannya kayak baek sung mi yang di taxi driver ,Negative
"Formula E Dikenalkan ke Anies Agar Jakarta Mendunia dan Bebas Polusi, Dino Djalal Heran Ada yang Persoalkan ke KPK… https://t.co/y71lttBp3J",formula e dikenalkan ke anies agar jakarta mendunia dan bebas polusi  dino djalal heran ada yang persoalkan ke kpk ,Negative
Kerangkeng Manusia milik Bupati Langkat tsb termasuk perbudakan dan melanggar hukum yg seharusnya di proses sesuai… https://t.co/LIBtYPrVf0,kerangkeng manusia milik bupati langkat tsb termasuk perbudakan dan melanggar hukum yg seharusnya di proses sesuai ,Negative
"Sayyidah Fatimah Az-Zahra berkata :

""Barangsiapa yang mempersembahkan ibadah-ibadah (yang dilakukan dengan) ikhlas… https://t.co/qWkln8D4ii",sayyidah fatimah az zahra berkata     barangsiapa yang mempersembahkan ibadah ibadah  yang dilakukan dengan  ikhlas ,Positive
"Rekomendasi jilbab anak super cantik
Kualitas premium
https://t.co/oWlye6EKbB

Bupati Langkat iPhone 13 Mandiri Obe… https://t.co/4yjD7sl5vV",rekomendasi jilbab anak super cantik kualitas premium   bupati langkat iphone  mandiri obe ,Positive
KPK Siap Fasilitasi Polisi dan Komnas HAM untuk Periksa Bupati Langkat https://t.co/JeAWPbnvWS https://t.co/2rbIUfNTsz,kpk siap fasilitasi polisi dan komnas ham untuk periksa bupati langkat  ,Positive
"Kasus Bupati Langkat ini mungkin paling epic. Dari duit 700an juta sekarang soal kerangkeng di rumah, dan kespill j… https://t.co/MbwjMtc9iL",kasus bupati langkat ini mungkin paling epic  dari duit  juta sekarang soal kerangkeng di rumah  dan kespill j ,Negative
"UU IKN Baru Bisa Dibatalkan MK, Begini Penjelasan Pakar https://t.co/Uzqt5bhvh8
Covid-19
Ada 4.289.305
Meninggal 14… https://t.co/oDo0CBCZq8",uu ikn baru bisa dibatalkan mk  begini penjelasan pakar  covid  ada    meninggal  ,Positive
@okkymadasari Polisi adalah kolega Bupati Langkat., polisi adalah kolega bupati langkat ,Neutral
@Sean_Alma related sama bupati laknat eh langkat, related sama bupati laknat eh langkat,Negative
"Arteria Dahlan Sodok Hati Mang Aen https://t.co/pR6ZBzBkye
Covid-19
Ada 4.289.305
Meninggal 144.227
Selasa 25 Janua… https://t.co/EPzSvNhs6e",arteria dahlan sodok hati mang aen  covid  ada    meninggal   selasa  janua ,Negative
"Deputi V Kepala Staf Kepresidenan, Jaleswari angkat bicara mengenai dugaan praktik perbudakan modern yang dilakukan… https://t.co/kKTkqu474c",deputi v kepala staf kepresidenan  jaleswari angkat bicara mengenai dugaan praktik perbudakan modern yang dilakukan ,Negative
"#DetikNetwork 
Sebuah kerangkeng manusia ditemukan di rumah Bupati Langkat di Sumut usai sang Bupati terkena OTT KP… https://t.co/d1GHMnBhC9", detiknetwork  sebuah kerangkeng manusia ditemukan di rumah bupati langkat di sumut usai sang bupati terkena ott kp ,Neutral
Pengakuan eks penghuni kerangkeng Bupati Langkat. #FollowLINETODAY! https://t.co/zg9Xnoc1rP,pengakuan eks penghuni kerangkeng bupati langkat   followlinetoday  ,Neutral
"Kaget Ada Kerangkeng Manusia di Rumah Bupati Langkat, Alifudin: Ini Eksploitasi Manusia
https://t.co/GjrSGB50U8 https://t.co/9hBmyd5on5",kaget ada kerangkeng manusia di rumah bupati langkat  alifudin  ini eksploitasi manusia  ,Negative
"Setelah tak cukup terpenjara egonya sendiri, manusia bisa memenjarakan manusia lain.

Kerangkeng manusia Bupati Lan… https://t.co/Q9PZ0XhNOx",setelah tak cukup terpenjara egonya sendiri  manusia bisa memenjarakan manusia lain   kerangkeng manusia bupati lan ,Positive
"Nusantara: Ibukotanya Oligarki https://t.co/LdPE9mTiOW
Covid-19
Ada 4.289.305
Meninggal 144.227
Selasa 25 Januari 2… https://t.co/jN58Sg9U94",nusantara  ibukotanya oligarki  covid  ada    meninggal   selasa  januari  ,Negative
KPK Ultimatum Pihak Perintang Penggeledahan Rumah Bupati Langkat https://t.co/rxVyr8u7ql,kpk ultimatum pihak perintang penggeledahan rumah bupati langkat ,Neutral
Dugaan perbudakan terus diselidiki Polda Sumut https://t.co/mxXJvQ7OvI,dugaan perbudakan terus diselidiki polda sumut ,Negative
"Netizen Kecam Kerangkeng Manusia Bupati Langkat, Singgung Perbudakan https://t.co/NN5d353kzh",netizen kecam kerangkeng manusia bupati langkat  singgung perbudakan ,Negative
"Tak genahke meneh

Sebagian Korban Perbudakan yang Dilakukan oleh Bupati Langkat Dipulangkan ke Keluarga. https://t.co/1PndEZHoJj",tak genahke meneh  sebagian korban perbudakan yang dilakukan oleh bupati langkat dipulangkan ke keluarga  ,Negative
"Soal Kerangkeng Bupati Langkat, Tim KPK Akui Melihatnya saat OTT https://t.co/LPeZLNHqlI",soal kerangkeng bupati langkat  tim kpk akui melihatnya saat ott ,Neutral
27 Orang Dikerangkeng di Rumah Bupati Langkat Saat Digeledah KPK https://t.co/ymdlDPO7Es, orang dikerangkeng di rumah bupati langkat saat digeledah kpk ,Negative
Polri Soal Kerangkeng di Rumah Bupati Langkat: Tempat Itu Ilegal! https://t.co/i6oFwEbob1,polri soal kerangkeng di rumah bupati langkat  tempat itu ilegal  ,Negative
Ampun dah Bupati Laknat ini https://t.co/kGk2or5jkY,ampun dah bupati laknat ini ,Negative
"Kerangkeng Bupati Langkat, Polri Terjunkan Tim Khusus untuk Penyelidikan https://t.co/KKhjavK4oN",kerangkeng bupati langkat  polri terjunkan tim khusus untuk penyelidikan ,Neutral
Kerangkeng manusia menginjak martabat manusia di tengah penegakan supremasi hukum https://t.co/GzVcPiTYj1,kerangkeng manusia menginjak martabat manusia di tengah penegakan supremasi hukum ,Neutral
"Sling bag untuk cowo
Slingbag buat cowo super keren
https://t.co/CMqhvpcEEc

Bupati Langkat iPhone 13 Mandiri Obesi… https://t.co/a8xDP3xdyy",sling bag untuk cowo slingbag buat cowo super keren   bupati langkat iphone  mandiri obesi ,Positive
Irjen Pol. RZ Panca Putra Simanjuntak: Usut Tuntas Dugaan Perbudakan di Rumah Bupati Langkat! #AkhiriPerbudakan - T… https://t.co/a3NEd3mdZd,irjen pol  rz panca putra simanjuntak  usut tuntas dugaan perbudakan di rumah bupati langkat   akhiriperbudakan   t ,Neutral
Hukum mati si anjing #Bupati Langkat,hukum mati si anjing  bupati langkat,Negative
Penghuni Kerangkeng Bupati Langkat Dipekerjakan Jadi Buruh Sawit https://t.co/3S1u9N9KyR,penghuni kerangkeng bupati langkat dipekerjakan jadi buruh sawit ,Neutral
Jaket Kulit MF1706 https://t.co/aryum7j6hL Bupati Langkat,jaket kulit   bupati langkat,Neutral
"Bupati Langkat
Sintyaa pengen iPhone 13 😍😅🤭 https://t.co/uchYduCLUA",bupati langkat sintyaa pengen iphone   ,Neutral
"Ruang Tahanan 6x6 Meter Kapasitas 30 Orang di Kediaman Bupati Langkat, Polisi: Belum Memiliki Izin https://t.co/60dAIaNx1X",ruang tahanan  meter kapasitas  orang di kediaman bupati langkat  polisi  belum memiliki izin ,Neutral
"Jujur NIH @DivHumas_Polri @CCICPolri seolah tutup Mata perbuatan bupati langkat , Ada apa ? @Kemendagri_RI @KSPgoid… https://t.co/M9eW23Mpfh",jujur nih   seolah tutup mata perbuatan bupati langkat   ada apa     ,Positive
Gosah gaya2an bikin ibu kota baru kalo kasus perbudakan di Indonesia aja belom tuntas. Yak salah satunya aja baru t… https://t.co/8OgwXpvLmh,gosah  bikin ibu kota baru kalo kasus perbudakan di indonesia aja belom tuntas  yak salah satunya aja baru t ,Negative
"@papasaurusx Kata Camat Kuala, yang juga kerabat Bupati Langkat, kerangkeng itu bukanlah tempat perbudakan modern.… https://t.co/k8OVzyLKeh", kata camat kuala  yang juga kerabat bupati langkat  kerangkeng itu bukanlah tempat perbudakan modern  ,Neutral
Bupati Langkat biadab banget dah kelakuannya. Backgroundnya apa sih orang ini?,bupati langkat biadab banget dah kelakuannya  backgroundnya apa sih orang ini ,Negative
Kerangkeng di Rumah Bupati Langkat Sudah Ada Selama 10 Tahun https://t.co/TEgQEzGdlT #harianmetropolitan #beritabogor #metropolitanid,kerangkeng di rumah bupati langkat sudah ada selama  tahun   harianmetropolitan  beritabogor  metropolitanid,Neutral
setan ngeliat kelakuan bupati langkat “waduh kerjaan gua diambil alih”,setan ngeliat kelakuan bupati langkat waduh kerjaan gua diambil alih,Negative
"Penjelasan Kapolda Sumut Soal Kerangkeng Bupati Langkat, Bukan untuk Perbudakan https://t.co/pKDmufsLeL",penjelasan kapolda sumut soal kerangkeng bupati langkat  bukan untuk perbudakan ,Positive
merinding baca berita bupati langkat,merinding baca berita bupati langkat,Neutral
"Jarang banget ya liat penjahat bentukannya enak diliat. Heran, uda jahat rupa, jahat jiwa pulak.

(komentar ini ter… https://t.co/097Jar7yaS",jarang banget ya liat penjahat bentukannya enak diliat  heran  uda jahat rupa  jahat jiwa pulak    komentar ini ter ,Negative
"Warga binaan??

Seharusnya dipidana ini bupati langkat!! https://t.co/n22ehsiB2J",warga binaan    seharusnya dipidana ini bupati langkat   ,Negative
"Walikota Bekasi Diduga Potong Tunjangan ASN Lebih dari Rp 600 Juta https://t.co/Q5TEY1tkH9 

Wanna One Bupati Langk… https://t.co/coo1m4IaBq",walikota bekasi diduga potong tunjangan asn lebih dari rp  juta    wanna one bupati langk ,Negative
"Kunjungi Lokasi Latihan Persikota FC, Prilly Latuconsina Tunjukan Keseriusannya Untuk Jadi Bos Klub Sepak Bola… https://t.co/3rTpE4Ir1L",kunjungi lokasi latihan persikota fc  prilly latuconsina tunjukan keseriusannya untuk jadi bos klub sepak bola ,Neutral
"Bupati Langkat
 Hahaha sudah tak heran saya - _-",bupati langkat  hahaha sudah tak heran saya     ,Negative
"Ledakan Keras Terjadi di Sibolga,  Warga Berhamburan Menyelamatkan Diri https://t.co/ZPnZnfuo0y 

Wanna One Bupati… https://t.co/4fSDgZmDuh",ledakan keras terjadi di sibolga   warga berhamburan menyelamatkan diri    wanna one bupati ,Neutral
"Terancam Digusur, Begini Curhatan Warga Kampung Bambu Yang Rumahnya Berlokasi Di Sekitar JIS… https://t.co/w2NINfI8lN",terancam digusur  begini curhatan warga kampung bambu yang rumahnya berlokasi di sekitar jis ,Negative
"Keluarga Dari Kakek Yang Tewas Usai Diteriaki Maling, Curiga Pengeroyokan Didalangi https://t.co/HArCMqCn8f 

Wanna… https://t.co/CsHpKQsxDJ",keluarga dari kakek yang tewas usai diteriaki maling  curiga pengeroyokan didalangi    wanna ,Negative
"Hair care wajib coba 
https://t.co/qx7cb0JgmT
Untuk perawatan rambut
Untuk melebatkan rambut
Untuk menghitamkan ram… https://t.co/a8Q1FX85yW",hair care wajib coba   untuk perawatan rambut untuk melebatkan rambut untuk menghitamkan ram ,Neutral
"Lelang Tender Sirkuit Formula E Gagal, Wagub DKI Klaim Tidak Ada Masalah https://t.co/1Xlg5ehhIl 

Wanna One Bupati… https://t.co/dzb5ABWWgI",lelang tender sirkuit formula e gagal  wagub dki klaim tidak ada masalah    wanna one bupati ,Negative
@_momophe @susipudjiastuti Td baca ada yg spill klo tiap hari rumahnya ini dijaga oleh preman2. Secara bupati langk… https://t.co/l5uLjPeOku,  td baca ada yg spill klo tiap hari rumahnya ini dijaga oleh   secara bupati langk ,Neutral
"Usai Bentrok Di Kota Sorong, 12 Orang Tewas dan 1 Gedung Karaoke Habis Terbakar https://t.co/HFqb0Zso5Q 

Wanna One… https://t.co/YiWFv8woIf",usai bentrok di kota sorong   orang tewas dan  gedung karaoke habis terbakar    wanna one ,Negative
"Penggeledahan Rumah Bupati Langkat Dihambat, KPK Ancam Jerat Pidana https://t.co/mb1lc0kOeM",penggeledahan rumah bupati langkat dihambat  kpk ancam jerat pidana ,Negative
"Fahd El Fouz A Rafiq : Make Nusantara Great Again https://t.co/qPViGCxcyP 

Wanna One Bupati Langkat MC DOYOUNG Obe… https://t.co/tjZpozqxlI",fahd el fouz a rafiq   make nusantara great again    wanna one bupati langkat mc doyoung obe ,Neutral
"Edy Mulyadi Dilaporkan Ke Polisi Usai Sebut Prabowo Macan Jadi Mengeong https://t.co/5vtYH6Q3l5 

Wanna One Bupati… https://t.co/vQFSfasvE1",edy mulyadi dilaporkan ke polisi usai sebut prabowo macan jadi mengeong    wanna one bupati ,Neutral
"Heboh kerangkeng di rumah bupati Langkat. Pengen ngikutin berita selanjutnya, semoga ga lupa.",heboh kerangkeng di rumah bupati langkat  pengen ngikutin berita selanjutnya  semoga ga lupa ,Neutral
"Terbongkar! Ini Kondisi Kerangkeng Manusia di dalam Rumah Bupati Langkat https://t.co/4dpDFdyVLi 

Wanna One Bupati… https://t.co/hFD48Vrf8N",terbongkar  ini kondisi kerangkeng manusia di dalam rumah bupati langkat    wanna one bupati ,Neutral
"Satpol PP DKI Jakarta Beri Sanksi Tertulis ke MOI Terkait Acara Cosplay https://t.co/TvNhMWAI42 

Wanna One Bupati… https://t.co/lYA1QgAHTs",satpol pp dki jakarta beri sanksi tertulis ke moi terkait acara cosplay    wanna one bupati ,Negative
Di situlah pentingnya mencegah diri jadi setan bisu. Jangan diamkan kemungkaran Bupati Langkat. Bersuaralah. Takut… https://t.co/Tv1yVCOLMS,di situlah pentingnya mencegah diri jadi setan bisu  jangan diamkan kemungkaran bupati langkat  bersuaralah  takut ,Negative
"KPK Lakukan Penggeledahan Di Sejumlah Kantor Dinas Kabupaten Buru Selatan https://t.co/MWaxfjwic5 

Wanna One Bupat… https://t.co/md4VMMUE29",kpk lakukan penggeledahan di sejumlah kantor dinas kabupaten buru selatan    wanna one bupat ,Neutral
"Coba cek ini, deh: ""Freebird Flatcap Black / Newsboy / Topi Pelukis Hitam"" Rp185.000 di toko Freebird Clothing Bali… https://t.co/Q7whVrQMOM",coba cek ini  deh   freebird flatcap black   newsboy   topi pelukis hitam    di toko freebird clothing bali ,Neutral
"Warga Somasi Bupati Kebumen Terkait Perubahan Nama Jalan https://t.co/lpTABrfjPp 

Wanna One Bupati Langkat MC DOYO… https://t.co/LW9444d8hP",warga somasi bupati kebumen terkait perubahan nama jalan    wanna one bupati langkat mc doyo ,Negative
keren!! semoga semakin banyak bantuan yang bermanfaat untuk masyarakat kecil. Terimkasih banyak pak… https://t.co/ZIvRuGe0y3,keren   semoga semakin banyak bantuan yang bermanfaat untuk masyarakat kecil  terimkasih banyak pak ,Positive
"Dinas Kesehatan Garut Usut Kasus Anak Meninggal Usai Vaksin Covid-19 https://t.co/eBCoCpjkmW 

Wanna One Bupati Lan… https://t.co/qz8tYuwfeE",dinas kesehatan garut usut kasus anak meninggal usai vaksin covid     wanna one bupati lan ,Negative
"Begini Wajah Museum Telekomunikasi  di TMII Yang Terbengkalai! https://t.co/WnCxMBJ6kB 

Wanna One Bupati Langkat M… https://t.co/IUFg8jlwMI",begini wajah museum telekomunikasi  di tmii yang terbengkalai     wanna one bupati langkat m ,Negative
"@ernestprakasa Jadi film judulnya ""Teka Teki Bupati Langkat"".", jadi film judulnya  teka teki bupati langkat  ,Neutral
"Ini gimana ya?? Sudah berjalan 10 tahun loh, 🙁 anjing ni si setan. 
ini tandain ya mukanya si setan, 🤬

; Bupati la… https://t.co/Uaw4AHwZno",ini gimana ya   sudah berjalan  tahun loh   anjing ni si setan   ini tandain ya mukanya si setan      bupati la ,Negative
Kirain gua kerangkeng manusia cuma ada di film2 box office atau gak drakor. Ternyata Di dunia nyata juga ada sksks… https://t.co/ZSivrI6RV5,kirain gua kerangkeng manusia cuma ada di  box office atau gak drakor  ternyata di dunia nyata juga ada sksks ,Negative
"Kerangkeng di Rumah Bupati Langkat, Polisi Sebut Tak Terkait Perbudakan? https://t.co/DbaYMASr9d",kerangkeng di rumah bupati langkat  polisi sebut tak terkait perbudakan  ,Neutral
